PositionID,PositionTitle,PositionURI,Location,City,State,Country,Latitude,Longitude,Organization,Department,MinSalary,MaxSalary,SalaryInterval,JobCategory,JobGrade,Schedule,OfferingType,StartDate,EndDate,PublicationDate,CloseDate,TeleworkEligible,SecurityClearance,PromotionPotential,TravelCode,HiringPath,TotalOpenings,NormalisedSalary
HSJG258017156094,Financial Technician,https://www.usajobs.gov:443/GetJob/ViewDetails/837169800,"Pearl Harbor, Hawaii","Pearl Harbor, Hawaii",Hawaii,United States,21.3439,-157.975,Military Treatment Facilities under DHA,Department of Defense,46937.0,67809.0,PA,Financial Clerical And Assistance,GS,,,2025-05-20 00:00:00.000,2025-05-30 23:59:59.997,2025-05-20 00:00:00.000,2025-05-30 23:59:59.997,True,Secret,7,1,fed-transition,1,46937.0
ST-12715536-25-CJM,TECHNICAL PROJECT MANAGER (TECHNICIAN),https://www.usajobs.gov:443/GetJob/ViewDetails/837102800,"Corona, California","Corona, California",California,United States,33.877895,-117.57504,Naval Sea Systems Command,Department of the Navy,122857.0,188733.0,PA,Program Management,NT,,,2025-05-16 00:00:00.000,2025-05-30 23:59:59.997,2025-05-16 00:00:00.000,2025-05-30 23:59:59.997,True,Top Secret,None,5,fed-transition,6,122857.0
CBSZ-12735151-25-MAC,Firefighter (BLS Haz Mat Tech),https://www.usajobs.gov:443/GetJob/ViewDetails/837005400,"Butler, Pennsylvania","Butler, Pennsylvania",Pennsylvania,United States,40.86015,-79.89527,Veterans Health Administration,Department of Veterans Affairs,37271.0,67155.0,PA,Fire Protection and Prevention,GS,,,2025-05-15 00:00:00.000,2025-05-30 23:59:59.997,2025-05-15 00:00:00.000,2025-05-30 23:59:59.997,False,Other,7,0,fed-transition,2,37271.0
DE-12675705-25-MEW,PHYSICAL SCIENCE TECHNICIAN,https://www.usajobs.gov:443/GetJob/ViewDetails/829099400,"Pearl Harbor, Hawaii","Pearl Harbor, Hawaii",Hawaii,United States,21.3439,-157.975,U.S. Pacific Fleet,Department of the Navy,43797.0,98995.0,PA,Physical Science Technician,GS,,,2025-01-27 00:00:00.000,2026-01-26 23:59:59.997,2025-01-27 00:00:00.000,2026-01-26 23:59:59.997,True,Secret,10,1,public,10,43797.0
CBTF-12735161-25-ERF-BRAVO,Housekeeping Aid / EVS Tech,https://www.usajobs.gov:443/GetJob/ViewDetails/837220300,"Baltimore, Maryland","Baltimore, Maryland",Maryland,United States,39.290554,-76.609604,Veterans Health Administration,Department of Veterans Affairs,19.09,25.92,PH,Custodial Working,WG,20 Hours,,2025-05-19 09:49:47.873,2025-06-03 23:59:59.997,2025-05-19 09:49:47.873,2025-06-03 23:59:59.997,False,Not Required,None,0,fed-transition,1,39707.2
SDC-2025-0022,Health Technician (Medication Technician),https://www.usajobs.gov:443/GetJob/ViewDetails/836613500,"San Diego, California","San Diego, California",California,United States,32.7157,-117.162,"Justice, Bureau of Prisons/Federal Prison System",Department of Justice,59916.0,75320.0,PA,Health Aid And Technician,GL,,,2025-05-07 15:49:46.643,2025-05-21 23:59:59.997,2025-05-07 15:49:46.643,2025-05-21 23:59:59.997,False,Other,06,1,public,Unknown,59916.0
HER-2025-0042,Health Technician (Medication Technician),https://www.usajobs.gov:443/GetJob/ViewDetails/836796700,"Herlong Sierra Ordnance Depot, California","Herlong Sierra Ordnance Depot, California",California,United States,40.1411,-120.145,"Justice, Bureau of Prisons/Federal Prison System",Department of Justice,52451.0,65936.0,PA,Health Aid And Technician,GL,,,2025-05-12 09:54:14.357,2025-05-27 23:59:59.997,2025-05-12 09:54:14.357,2025-05-27 23:59:59.997,False,Other,06,1,public,Unknown,52451.0
LOS-2025-0015,Health Technician (Medication Technician),https://www.usajobs.gov:443/GetJob/ViewDetails/837224100,"Los Angeles, California","Los Angeles, California",California,United States,34.0535,-118.245,"Justice, Bureau of Prisons/Federal Prison System",Department of Justice,61148.0,76869.0,PA,Health Aid And Technician,GL,,,2025-05-19 10:21:15.407,2025-06-03 23:59:59.997,2025-05-19 10:21:15.407,2025-06-03 23:59:59.997,False,Other,06,1,public,Unknown,61148.0
CBSU-12722901-25-KC,Med Instrument Tech (GI),https://www.usajobs.gov:443/GetJob/ViewDetails/835437100,"Aurora, Colorado","Aurora, Colorado",Colorado,United States,39.7087,-104.813,Veterans Health Administration,Department of Veterans Affairs,40194.0,72420.0,PA,Medical Instrument Technician,GS,,,2025-04-17 11:45:30.417,2025-09-30 23:59:59.997,2025-04-17 11:45:30.417,2025-09-30 23:59:59.997,False,Other,7,0,fed-competitive,1,40194.0
CBSU-12722902-25-KC,Med Instrument Tech (GI),https://www.usajobs.gov:443/GetJob/ViewDetails/835437200,"Aurora, Colorado","Aurora, Colorado",Colorado,United States,39.7087,-104.813,Veterans Health Administration,Department of Veterans Affairs,40194.0,72420.0,PA,Medical Instrument Technician,GS,,,2025-04-17 11:45:48.943,2025-09-30 23:59:59.997,2025-04-17 11:45:48.943,2025-09-30 23:59:59.997,False,Other,7,0,public,1,40194.0
CBTA-12720047-25-AJ,Diagnostic Rad Tech (Gen)  -30K Recruitment Incentive,https://www.usajobs.gov:443/GetJob/ViewDetails/836047200,"Richmond, Virginia","Richmond, Virginia",Virginia,United States,37.5407,-77.433655,Veterans Health Administration,Department of Veterans Affairs,59984.0,102558.0,PA,Diagnostic Radiologic Technologist,GS,,,2025-04-28 00:00:00.000,2025-08-28 23:59:59.997,2025-04-28 00:00:00.000,2025-08-28 23:59:59.997,False,Not Required,8,0,public,1,59984.0
CBSU-12722932-25-MN,Health Technician- Phlebotomy,https://www.usajobs.gov:443/GetJob/ViewDetails/835330800,"Oklahoma City, Oklahoma","Oklahoma City, Oklahoma",Oklahoma,United States,35.472004,-97.52033,Veterans Health Administration,Department of Veterans Affairs,44959.0,58445.0,PA,Health Aid And Technician,GS,,,2025-04-16 00:00:00.000,2025-05-23 23:59:59.997,2025-04-16 00:00:00.000,2025-05-23 23:59:59.997,False,Not Required,None,2,fed-transition,Unknown,44959.0
CBTE-12731144-25-JM,Medical Supply Tech (Sterile Processing Tech),https://www.usajobs.gov:443/GetJob/ViewDetails/836165700,"Rochester, New York","Rochester, New York",New York,United States,43.155506,-77.61604,Veterans Health Administration,Department of Veterans Affairs,45274.0,58854.0,PA,Medical Supply Aide And Technician,GS,,,2025-04-30 00:00:00.000,2025-05-22 23:59:59.997,2025-04-30 00:00:00.000,2025-05-22 23:59:59.997,False,Other,None,0,fed-internal-search,1,45274.0
CAZP-12633387-25-NP,Diag Rad Tech (MRI),https://www.usajobs.gov:443/GetJob/ViewDetails/822455600,"Madison, Wisconsin","Madison, Wisconsin",Wisconsin,United States,43.072926,-89.38666,Veterans Health Administration,Department of Veterans Affairs,82712.0,107522.0,PA,Diagnostic Radiologic Technologist,GS,,,2024-12-05 00:00:00.000,2025-05-30 23:59:59.997,2024-12-05 00:00:00.000,2025-05-30 23:59:59.997,False,Other,10,0,public,1,82712.0
CAZP-12719761-25-NP,Med Inst Tech(Ekg),https://www.usajobs.gov:443/GetJob/ViewDetails/834837100,"Madison, Wisconsin","Madison, Wisconsin",Wisconsin,United States,43.072926,-89.38666,Veterans Health Administration,Department of Veterans Affairs,49960.0,64952.0,PA,Medical Instrument Technician,GS,,,2025-04-07 00:00:00.000,2025-05-30 23:59:59.997,2025-04-07 00:00:00.000,2025-05-30 23:59:59.997,False,Other,None,0,public,1,49960.0
CBTB-12690539-25-LI,Med Inst Tech(Ekg),https://www.usajobs.gov:443/GetJob/ViewDetails/835069000,"Birmingham, Alabama","Birmingham, Alabama",Alabama,United States,33.5203,-86.8115,Veterans Health Administration,Department of Veterans Affairs,49281.0,76831.0,PA,Medical Instrument Technician,GS,"Rotating shifts, weekends, and holidays",,2025-04-10 00:00:00.000,2025-09-30 23:59:59.997,2025-04-10 00:00:00.000,2025-09-30 23:59:59.997,False,Other,7,0,public,2,49281.0
AF-25-167-12706688,FIREFIGHTER (HAZARDOUS MATERIALS TECH-BASIC LIFE SUPPORT) (Title 5),https://www.usajobs.gov:443/GetJob/ViewDetails/836843400,"Fort Smith, Arkansas","Fort Smith, Arkansas",Arkansas,United States,35.3846,-94.4213,Air National Guard Units,Department of the Air Force,49960.0,64952.0,PA,Fire Protection and Prevention,GS,,,2025-05-12 16:02:07.633,2025-05-27 23:59:59.997,2025-05-12 16:02:07.633,2025-05-27 23:59:59.997,True,Secret,None,0,nguard,1,49960.0
258YFSRI837629,Information Technology (IT) Specialist,https://www.usajobs.gov:443/GetJob/ViewDetails/836794500,"Kirtland AFB, New Mexico","Kirtland AFB, New Mexico",New Mexico,United States,35.00709,-106.49375,Air Force Global Strike Command,Department of the Air Force,20.0,20.0,PH,Information Technology Management,NF,,,2025-05-12 09:32:59.413,2025-05-23 23:59:59.997,2025-05-12 09:32:59.413,2025-05-23 23:59:59.997,False,Secret,4,1,public,Unknown,41600.0
CBDT-12735271-25-MB,Health Technician (EMT),https://www.usajobs.gov:443/GetJob/ViewDetails/837040200,"Lyons, New Jersey","Lyons, New Jersey",New Jersey,United States,40.66724,-74.55465,Veterans Health Administration,Department of Veterans Affairs,58876.0,76543.0,PA,Health Aid And Technician,GS,,,2025-05-16 00:00:00.000,2025-08-14 23:59:59.997,2025-05-16 00:00:00.000,2025-08-14 23:59:59.997,False,Not Required,None,2,public,1,58876.0
CA-12536649-AR-24-508,SUPPLY TECHNICIAN,https://www.usajobs.gov:443/GetJob/ViewDetails/809851200,"Red Bluff, California","Red Bluff, California",California,United States,40.177975,-122.23531,Army National Guard Units,Department of the Army,49025.0,63733.0,PA,Supply Clerical And Technician,GS,,T32 Excepted,2024-09-17 00:00:00.000,2025-09-16 23:59:59.997,2024-09-17 00:00:00.000,2025-09-16 23:59:59.997,False,Other,None,1,nguard,1,49025.0
NE-12601806-AR-25-022,SUPPLY TECHNICIAN,https://www.usajobs.gov:443/GetJob/ViewDetails/818059900,"Hastings, Nebraska","Hastings, Nebraska",Nebraska,United States,40.58565,-98.39237,Army National Guard Units,Department of the Army,49960.0,64952.0,PA,Supply Clerical And Technician,GS,,,2024-11-07 00:00:00.000,2025-09-26 23:59:59.997,2024-11-07 00:00:00.000,2025-09-26 23:59:59.997,True,Not Required,None,0,fed-internal-search,1,49960.0
CBSU-12621191-25-DRS,Health Technician,https://www.usajobs.gov:443/GetJob/ViewDetails/823424900,"Muskogee, Oklahoma","Muskogee, Oklahoma",Oklahoma,United States,35.74812,-95.36917,Veterans Health Administration,Department of Veterans Affairs,44117.0,57354.0,PA,Health Aid And Technician,GS,,,2024-12-12 00:00:00.000,2025-05-30 23:59:59.997,2024-12-12 00:00:00.000,2025-05-30 23:59:59.997,False,Not Required,None,0,public,Few,44117.0
DE-12629135-25-CE,SUPPLY TECHNICIAN,https://www.usajobs.gov:443/GetJob/ViewDetails/823594400,"Naval Air Station San Diego, California","Naval Air Station San Diego, California",California,United States,32.7267,-117.18256,U.S. Pacific Fleet,Department of the Navy,50246.0,72588.0,PA,Supply Clerical And Technician,GS,,,2024-12-11 17:10:31.967,2025-06-11 23:59:59.997,2024-12-11 17:10:31.967,2025-06-11 23:59:59.997,False,Secret,7,1,public,Few,50246.0
DE-12637874-25-JLK,SUPPLY TECHNICIAN,https://www.usajobs.gov:443/GetJob/ViewDetails/823964700,"Naval Air Station San Diego, California","Naval Air Station San Diego, California",California,United States,32.7267,-117.18256,U.S. Pacific Fleet,Department of the Navy,45075.0,58594.0,PA,Supply Clerical And Technician,GS,,,2024-12-15 00:00:00.000,2025-06-15 23:59:59.997,2024-12-15 00:00:00.000,2025-06-15 23:59:59.997,False,Secret,5,0,public,1,45075.0
CBSU-12661951-25-CJ,Health Technician,https://www.usajobs.gov:443/GetJob/ViewDetails/827362700,"Salt Lake City, Utah","Salt Lake City, Utah",Utah,United States,40.75952,-111.88823,Veterans Health Administration,Department of Veterans Affairs,40332.0,58445.0,PA,Health Aid And Technician,GS,,,2025-01-10 00:00:00.000,2025-07-09 23:59:59.997,2025-01-10 00:00:00.000,2025-07-09 23:59:59.997,False,Not Required,6,0,fed-transition,2,40332.0
IHS-25-BI-12659055-ESEP/MP,Health Technician,https://www.usajobs.gov:443/GetJob/ViewDetails/828850900,Multiple Locations,"Browning, Montana",Montana,United States,48.55591,-113.01084,Indian Health Service,Department of Health and Human Services,36103.0,52426.0,PA,Health Aid And Technician,GS,,,2025-01-17 00:00:00.000,2025-12-31 23:59:59.997,2025-01-17 00:00:00.000,2025-12-31 23:59:59.997,False,Other,5,0,fed-transition,few,36103.0
NE-12688755-AF-25-030,HEALTH TECHNICIAN,https://www.usajobs.gov:443/GetJob/ViewDetails/831463600,"Lincoln, Nebraska","Lincoln, Nebraska",Nebraska,United States,40.81362,-96.70774,Air National Guard Units,Department of the Air Force,55328.0,71932.0,PA,Health Aid And Technician,GS,,,2025-02-13 11:48:54.463,2025-09-26 23:59:59.997,2025-02-13 11:48:54.463,2025-09-26 23:59:59.997,True,Secret,None,1,fed-internal-search,1,55328.0
AK-12715426-AF-25-084-A,HEALTH TECHNICIAN,https://www.usajobs.gov:443/GetJob/ViewDetails/834867000,"Eielson AFB, Alaska","Eielson AFB, Alaska",Alaska,United States,64.67567,-147.05869,Air National Guard Units,Department of the Air Force,62560.0,81334.0,PA,Health Aid And Technician,GS,,Indefinite,2025-04-07 00:00:00.000,2026-04-06 23:59:59.997,2025-04-07 00:00:00.000,2026-04-06 23:59:59.997,True,Secret,8,1,fed-excepted,1,62560.0
CBTA-12721475-25-LP,Health Technician,https://www.usajobs.gov:443/GetJob/ViewDetails/834910700,"Hampton County, Virginia","Hampton County, Virginia",Virginia,United States,37.01771,-76.31963,Veterans Health Administration,Department of Veterans Affairs,40931.0,53206.0,PA,Health Aid And Technician,GS,,,2025-04-09 00:00:00.000,2026-04-08 23:59:59.997,2025-04-09 00:00:00.000,2026-04-08 23:59:59.997,False,Other,5,2,fed-transition,Few,40931.0
MA-12722904-AF-25-104-016,HEALTH TECHNICIAN,https://www.usajobs.gov:443/GetJob/ViewDetails/835072300,"Westfield, Massachusetts","Westfield, Massachusetts",Massachusetts,United States,42.12018,-72.75467,Air National Guard Units,Department of the Air Force,62428.0,81162.0,PA,Health Aid And Technician,GS,,,2025-04-10 12:35:18.547,2025-05-25 23:59:59.997,2025-04-10 12:35:18.547,2025-05-25 23:59:59.997,False,Secret,None,1,nguard,1,62428.0
CBSU-12722309-25-GSS,Health Technician,https://www.usajobs.gov:443/GetJob/ViewDetails/835124200,"Cheyenne, Wyoming","Cheyenne, Wyoming",Wyoming,United States,41.134815,-104.82155,Veterans Health Administration,Department of Veterans Affairs,40332.0,58445.0,PA,Health Aid And Technician,GS,,,2025-04-11 09:28:58.973,2025-06-30 23:59:59.997,2025-04-11 09:28:58.973,2025-06-30 23:59:59.997,False,Other,6,0,fed-transition,1,40332.0
WY-12705939-AF-25-041,SUPPLY TECHNICIAN,https://www.usajobs.gov:443/GetJob/ViewDetails/835607400,"Cheyenne, Wyoming","Cheyenne, Wyoming",Wyoming,United States,41.134815,-104.82155,Air National Guard Units,Department of the Air Force,49960.0,64952.0,PA,Supply Clerical And Technician,GS,,,2025-04-21 16:21:10.813,2025-05-20 23:59:59.997,2025-04-21 16:21:10.813,2025-05-20 23:59:59.997,True,Secret,7,1,nguard,1,49960.0
CBTA-12726720-25-LP,Health Technician,https://www.usajobs.gov:443/GetJob/ViewDetails/836009300,"Chesapeake County, Virginia","Chesapeake County, Virginia",Virginia,United States,36.768208,-76.28749,Veterans Health Administration,Department of Veterans Affairs,40931.0,53206.0,PA,Health Aid And Technician,GS,,,2025-04-28 08:26:12.073,2025-05-20 23:59:59.997,2025-04-28 08:26:12.073,2025-05-20 23:59:59.997,False,Other,5,2,fed-competitive,2,40931.0
DE-12730732-25-MAP,SUPPLY TECHNICIAN,https://www.usajobs.gov:443/GetJob/ViewDetails/836042600,"Pearl Harbor Naval Base, Oahu, Hawaii","Pearl Harbor Naval Base, Oahu, Hawaii",Hawaii,United States,21.381945,-157.9795,U.S. Pacific Fleet,Department of the Navy,42106.0,67809.0,PA,Supply Clerical And Technician,GS,,,2025-04-29 00:00:00.000,2025-08-27 23:59:59.997,2025-04-29 00:00:00.000,2025-08-27 23:59:59.997,True,Secret,7,1,public,MANY,42106.0
CAZP-12730091-25-TJ,Health Technician,https://www.usajobs.gov:443/GetJob/ViewDetails/836167300,"Milwaukee, Wisconsin","Milwaukee, Wisconsin",Wisconsin,United States,43.04181,-87.906845,Veterans Health Administration,Department of Veterans Affairs,42179.0,54827.0,PA,Health Aid And Technician,GS,,,2025-04-30 08:49:17.033,2025-08-01 23:59:59.997,2025-04-30 08:49:17.033,2025-08-01 23:59:59.997,False,Other,None,0,fed-internal-search,1,42179.0
CBSV-12731738-25-CMS,Health Technician,https://www.usajobs.gov:443/GetJob/ViewDetails/836241300,"Seattle, Washington","Seattle, Washington",Washington,United States,47.60358,-122.32945,Veterans Health Administration,Department of Veterans Affairs,40517.0,52678.0,PA,Health Aid And Technician,GS,,,2025-04-30 17:42:22.053,2025-09-30 23:59:59.997,2025-04-30 17:42:22.053,2025-09-30 23:59:59.997,False,Not Required,None,0,fed-transition,2,40517.0
CBSV-12733424-25-CMS,Health Technician,https://www.usajobs.gov:443/GetJob/ViewDetails/836571100,"Tacoma, Washington","Tacoma, Washington",Washington,United States,47.255165,-122.44166,Veterans Health Administration,Department of Veterans Affairs,45331.0,58925.0,PA,Health Aid And Technician,GS,,,2025-05-07 00:00:00.000,2025-05-29 23:59:59.997,2025-05-07 00:00:00.000,2025-05-29 23:59:59.997,False,Not Required,None,0,fed-transition,1,45331.0
CBSV-12734578-25-CMS,Health Technician,https://www.usajobs.gov:443/GetJob/ViewDetails/836776800,"Richland, Washington","Richland, Washington",Washington,United States,46.274055,-119.27373,Veterans Health Administration,Department of Veterans Affairs,40332.0,58445.0,PA,Health Aid And Technician,GS,,,2025-05-09 00:00:00.000,2025-05-23 23:59:59.997,2025-05-09 00:00:00.000,2025-05-23 23:59:59.997,False,Not Required,6,0,fed-transition,1,40332.0
SDDE257507813355HWR2,Safety Technician,https://www.usajobs.gov:443/GetJob/ViewDetails/836806100,"Knightdale, North Carolina","Knightdale, North Carolina",North Carolina,United States,35.790348,-78.48223,U.S. Army Reserve Command,Department of the Army,63815.0,82958.0,PA,Safety Technician,GS,,,2025-05-13 00:00:00.000,2025-06-12 23:59:59.997,2025-05-13 00:00:00.000,2025-06-12 23:59:59.997,True,Secret,None,2,public,1,63815.0
PEN 25-12735707,Supply Technician,https://www.usajobs.gov:443/GetJob/ViewDetails/836883600,"Pensacola, Florida","Pensacola, Florida",Florida,United States,30.420845,-87.21724,"Commander, Navy Installations",Department of the Navy,18.0,21.0,PH,Supply Clerical And Technician,NF,,,2025-05-13 11:10:36.083,2025-05-27 23:59:59.997,2025-05-13 11:10:36.083,2025-05-27 23:59:59.997,False,Other,None,0,public,1,37440.0
SDDE254850235365HWS,Safety Technician,https://www.usajobs.gov:443/GetJob/ViewDetails/836917600,"Millington, Tennessee","Millington, Tennessee",Tennessee,United States,35.34214,-89.90249,U.S. Army Reserve Command,Department of the Army,61111.0,79443.0,PA,Safety Technician,GS,,,2025-05-15 00:00:00.000,2025-12-31 23:59:59.997,2025-05-15 00:00:00.000,2025-12-31 23:59:59.997,True,Secret,None,2,public,1,61111.0
DLADist-25-12734984-MP,Supply Technician,https://www.usajobs.gov:443/GetJob/ViewDetails/836945300,"Red River Army Depot, Texas","Red River Army Depot, Texas",Texas,United States,33.41962,-94.31892,Defense Logistics Agency,Department of Defense,49960.0,64952.0,PA,Supply Clerical And Technician,GS,,Multiple Appointment Types,2025-05-14 00:00:00.000,2025-05-24 23:59:59.997,2025-05-14 00:00:00.000,2025-05-24 23:59:59.997,False,Other,7,1,fed-transition,1,49960.0
CARZ-12735179-25-TJE,Health Technician,https://www.usajobs.gov:443/GetJob/ViewDetails/836965900,"West Palm Beach, Florida","West Palm Beach, Florida",Florida,United States,26.714388,-80.05269,Veterans Health Administration,Department of Veterans Affairs,47882.0,62244.0,PA,Health Aid And Technician,GS,,,2025-05-15 00:00:00.000,2025-05-21 23:59:59.997,2025-05-15 00:00:00.000,2025-05-21 23:59:59.997,False,Not Required,None,0,public,2,47882.0
25MAY5JAGUILAR840956,SUPPLY TECHNICIAN,https://www.usajobs.gov:443/GetJob/ViewDetails/836972600,"Malmstrom AFB, Montana","Malmstrom AFB, Montana",Montana,United States,47.504684,-111.18402,Air Force Global Strike Command,Department of the Air Force,18.0,18.0,PH,Supply Clerical And Technician,NF,You are guaranteed 20 however could work up to 40 hours per week to support mission needs.,,2025-05-14 10:55:10.870,2025-05-28 23:59:59.997,2025-05-14 10:55:10.870,2025-05-28 23:59:59.997,False,Not Required,None,0,public,1,37440.0
CBSX-12736047-25-JJ,Health Technician,https://www.usajobs.gov:443/GetJob/ViewDetails/837029500,"San Diego, California","San Diego, California",California,United States,32.7157,-117.162,Veterans Health Administration,Department of Veterans Affairs,51358.0,66762.0,PA,Health Aid And Technician,GS,,,2025-05-13 00:00:00.000,2025-06-02 23:59:59.997,2025-05-13 00:00:00.000,2025-06-02 23:59:59.997,False,Other,6,0,public,1,51358.0
CATEMP-25-12730258-CH,Survey Technician,https://www.usajobs.gov:443/GetJob/ViewDetails/837061500,Multiple Locations,"Atascadero, California",California,United States,35.48871,-120.66905,Bureau of Land Management,Department of the Interior,36049.0,58244.0,PA,Survey Technical,GS,,This is a temporary appointment. Appointment to this position will not convey permanent status and will be for a period not-to-exceed 1039 hours (6 months) in a service year.,2025-05-15 16:25:29.140,2025-05-29 23:59:59.997,2025-05-15 16:25:29.140,2025-05-29 23:59:59.997,False,Not Required,00,8,fed-transition,Unknown,36049.0
DLADist-25-12737254-MP,Supply Technician,https://www.usajobs.gov:443/GetJob/ViewDetails/837147500,"Norfolk, Virginia","Norfolk, Virginia",Virginia,United States,36.846825,-76.28507,Defense Logistics Agency,Department of Defense,45628.0,59313.0,PA,Supply Clerical And Technician,GS,,Multiple Appointment Types,2025-05-16 13:18:43.197,2025-05-24 23:59:59.997,2025-05-16 13:18:43.197,2025-05-24 23:59:59.997,False,Other,6,1,fed-transition,1,45628.0
DLAAvn-25-12737634-MP,Supply Technician,https://www.usajobs.gov:443/GetJob/ViewDetails/837205000,"Robins AFB, Georgia","Robins AFB, Georgia",Georgia,United States,32.64,-83.5919,Defense Logistics Agency,Department of Defense,49960.0,64952.0,PA,Supply Clerical And Technician,GS,,Multiple Appointment Types,2025-05-19 00:00:00.000,2025-05-26 23:59:59.997,2025-05-19 00:00:00.000,2025-05-26 23:59:59.997,False,Secret,7,1,fed-transition,1,49960.0
