PositionID,PositionTitle,PositionURI,Location,City,State,Country,Latitude,Longitude,Organization,Department,MinSalary,MaxSalary,SalaryInterval,JobCategory,JobGrade,Schedule,OfferingType,StartDate,EndDate,PublicationDate,CloseDate,TeleworkEligible,SecurityClearance,PromotionPotential,TravelCode,HiringPath,TotalOpenings,NormalisedSalary
AAC-FAA-23-PUB NOT-80913,Public Notice for Computer Engineer (Direct Hire),https://www.usajobs.gov:443/GetJob/ViewDetails/684261400,May be filled in various FAA duty locations,"Belgium, Belgium",Unknown,Belgium,50.649,4.6419997,Federal Aviation Administration,Department of Transportation,47813.0,155403.0,PA,Computer Engineering,FV,,,2024-09-23 00:00:00.000,2025-09-22 23:59:59.997,2024-09-23 00:00:00.000,2025-09-22 23:59:59.997,True,Other,NA,1,public,Many,47813.0
AAC-FAA-23-PUB NOT-80916,Public Notice for Electronics Engineer (Direct Hire),https://www.usajobs.gov:443/GetJob/ViewDetails/684261500,May be filled in various FAA duty locations,"Belgium, Belgium",Unknown,Belgium,50.649,4.6419997,Federal Aviation Administration,Department of Transportation,47813.0,155403.0,PA,Electronics Engineering,FV,,,2024-09-23 00:00:00.000,2025-09-22 23:59:59.997,2024-09-23 00:00:00.000,2025-09-22 23:59:59.997,True,Other,NA,1,public,Many,47813.0
AAC-FAA-23-PUB NOT-80710,Public Notice for Civil Engineer (Direct Hire),https://www.usajobs.gov:443/GetJob/ViewDetails/685569800,May be filled in various FAA duty locations,"Belgium, Belgium",Unknown,Belgium,50.649,4.6419997,Federal Aviation Administration,Department of Transportation,47813.0,155403.0,PA,Civil Engineering,FV,,,2024-09-23 00:00:00.000,2025-09-22 23:59:59.997,2024-09-23 00:00:00.000,2025-09-22 23:59:59.997,True,Other,NA,1,public,Many,47813.0
AAC-FAA-23-PUB NOT-80708,Public Notice for Safety Engineer (Direct Hire),https://www.usajobs.gov:443/GetJob/ViewDetails/686668000,May be filled in various FAA duty locations,"Belgium, Belgium",Unknown,Belgium,50.649,4.6419997,Federal Aviation Administration,Department of Transportation,47813.0,155403.0,PA,Safety Engineering,FV,,,2024-09-23 00:00:00.000,2025-09-22 23:59:59.997,2024-09-23 00:00:00.000,2025-09-22 23:59:59.997,True,Other,NA,1,public,Many,47813.0
AAC-FAA-23-PUB NOT-80709,Public Notice for Fire Protection Engineer (Direct Hire),https://www.usajobs.gov:443/GetJob/ViewDetails/686668200,May be filled in various FAA duty locations,"Belgium, Belgium",Unknown,Belgium,50.649,4.6419997,Federal Aviation Administration,Department of Transportation,47813.0,155403.0,PA,Fire Protection Engineering,FV,,,2024-09-23 00:00:00.000,2025-09-22 23:59:59.997,2024-09-23 00:00:00.000,2025-09-22 23:59:59.997,True,Other,NA,1,public,Many,47813.0
AAC-FAA-23-PUB NOT-80713,Public Notice for Electrical Engineer (Direct Hire),https://www.usajobs.gov:443/GetJob/ViewDetails/686668600,May be filled in various FAA duty locations,"Belgium, Belgium",Unknown,Belgium,50.649,4.6419997,Federal Aviation Administration,Department of Transportation,47813.0,155403.0,PA,Electrical Engineering,FV,,,2024-09-23 00:00:00.000,2025-09-22 23:59:59.997,2024-09-23 00:00:00.000,2025-09-22 23:59:59.997,True,Other,NA,1,public,Many,47813.0
AAC-FAA-23-PUB NOT-80704,Public Notice for Medical Officer (Direct Hire),https://www.usajobs.gov:443/GetJob/ViewDetails/686668700,May be filled in various FAA duty locations,"Belgium, Belgium",Unknown,Belgium,50.649,4.6419997,Federal Aviation Administration,Department of Transportation,155444.0,225700.0,PA,Medical Officer,FV,,,2025-05-01 15:58:32.567,2026-04-30 23:59:59.997,2025-05-01 15:58:32.567,2026-04-30 23:59:59.997,True,Other,NA,1,public,Many,155444.0
AAC-FAA-23-PUB NOT-80711,Public Notice for Environmental Engineer (Direct Hire),https://www.usajobs.gov:443/GetJob/ViewDetails/686668900,May be filled in various FAA duty locations,"Belgium, Belgium",Unknown,Belgium,50.649,4.6419997,Federal Aviation Administration,Department of Transportation,47813.0,155403.0,PA,Environmental Engineering,FV,,,2024-09-23 00:00:00.000,2025-09-22 23:59:59.997,2024-09-23 00:00:00.000,2025-09-22 23:59:59.997,True,Other,NA,1,public,Many,47813.0
AAC-FAA-23-PUB NOT-80915,Public Notice for Electronics Engineer (Direct Hire),https://www.usajobs.gov:443/GetJob/ViewDetails/686669600,May be filled in various FAA duty locations,"Belgium, Belgium",Unknown,Belgium,50.649,4.6419997,Federal Aviation Administration,Department of Transportation,31083.0,146757.0,PA,Electronics Engineering,FG,,,2024-09-23 00:00:00.000,2025-09-22 23:59:59.997,2024-09-23 00:00:00.000,2025-09-22 23:59:59.997,True,Other,NA,1,public,Many,31083.0
AAC-FAA-23-PUB NOT-80705,Public Notice for General Engineer (Direct Hire),https://www.usajobs.gov:443/GetJob/ViewDetails/686669900,May be filled in various FAA duty locations,"Belgium, Belgium",Unknown,Belgium,50.649,4.6419997,Federal Aviation Administration,Department of Transportation,31083.0,146757.0,PA,General Engineering,FG,,,2024-09-23 00:00:00.000,2025-09-22 23:59:59.997,2024-09-23 00:00:00.000,2025-09-22 23:59:59.997,True,Other,NA,1,public,Many,31083.0
AAC-FAA-23-PUB NOT-80707,Public Notice for Engineering Technicians (Direct Hire),https://www.usajobs.gov:443/GetJob/ViewDetails/688132000,May be filled in various FAA duty locations,"Belgium, Belgium",Unknown,Belgium,50.649,4.6419997,Federal Aviation Administration,Department of Transportation,41235.0,61855.0,PA,Engineering Technical,FV,,,2025-03-01 00:00:00.000,2026-02-28 23:59:59.997,2025-03-01 00:00:00.000,2026-02-28 23:59:59.997,True,Other,NA,2,public,Many,41235.0
AAC-FAA-23-PUB NOT-80920,Public Notice for Industrial Engineer (Direct Hire),https://www.usajobs.gov:443/GetJob/ViewDetails/688132400,May be filled in various FAA duty locations,"Belgium, Belgium",Unknown,Belgium,50.649,4.6419997,Federal Aviation Administration,Department of Transportation,47813.0,155403.0,PA,Industrial Engineering,FV,,,2024-09-23 00:00:00.000,2025-09-22 23:59:59.997,2024-09-23 00:00:00.000,2025-09-22 23:59:59.997,True,Other,NA,1,public,Many,47813.0
AAC-FAA-23-PUB NOT-80919,Public Notice for Aerospace Engineer (Direct Hire),https://www.usajobs.gov:443/GetJob/ViewDetails/689240200,May be filled in various FAA duty locations,"Belgium, Belgium",Unknown,Belgium,50.649,4.6419997,Federal Aviation Administration,Department of Transportation,47813.0,155403.0,PA,Aerospace Engineering,FV,,,2024-09-23 00:00:00.000,2025-09-22 23:59:59.997,2024-09-23 00:00:00.000,2025-09-22 23:59:59.997,True,Other,NA,1,public,Many,47813.0
AAC-FAA-23-PUB NOT-80917,Public Notice for Aerospace Engineer (Direct Hire),https://www.usajobs.gov:443/GetJob/ViewDetails/689241800,May be filled in various FAA duty locations,"Belgium, Belgium",Unknown,Belgium,50.649,4.6419997,Federal Aviation Administration,Department of Transportation,31083.0,146757.0,PA,Aerospace Engineering,FG,,,2024-09-23 00:00:00.000,2025-09-22 23:59:59.997,2024-09-23 00:00:00.000,2025-09-22 23:59:59.997,True,Other,NA,1,public,Many,31083.0
DE-11748697-23-JDA,FINANCIAL TECHNICIAN,https://www.usajobs.gov:443/GetJob/ViewDetails/691858600,Multiple Locations,"Naval Station Complex, San Diego, California",California,United States,32.6757,-117.12442,Bureau of Naval Personnel,Department of the Navy,44959.0,66762.0,PA,Financial Clerical And Assistance,GS,,,2024-07-01 00:00:00.000,2025-06-30 23:59:59.997,2024-07-01 00:00:00.000,2025-06-30 23:59:59.997,True,Secret,None,0,public,Unknown,44959.0
DE-11761366-23-AMW,PRIMARY PREVENTION INTEGRATOR (PREV WF),https://www.usajobs.gov:443/GetJob/ViewDetails/696758900,Multiple Locations,"Yuma, Arizona",Arizona,United States,32.68485,-114.62461,Department of the Navy - Agency Wide,Department of the Navy,79363.0,116788.0,PA,Social Science,GS,,,2024-07-25 17:17:50.417,2025-07-24 23:59:59.997,2024-07-25 17:17:50.417,2025-07-24 23:59:59.997,True,Secret,12,1,public,MANY,79363.0
DE-11818706-23-TLM,HUMAN RESOURCES ASSISTANT (MILITARY),https://www.usajobs.gov:443/GetJob/ViewDetails/706093500,Multiple Locations,"San Diego, California",California,United States,32.7157,-117.162,Bureau of Naval Personnel,Department of the Navy,36049.0,59986.0,PA,Human Resources Assistance,GS,,,2024-07-01 00:00:00.000,2025-06-30 23:59:59.997,2024-07-01 00:00:00.000,2025-06-30 23:59:59.997,True,Secret,5,0,public,Unknown,36049.0
DE-11841976-HNT,Lead Financial Technician,https://www.usajobs.gov:443/GetJob/ViewDetails/706117600,Multiple Locations,"San Diego, California",California,United States,32.7157,-117.162,Bureau of Naval Personnel,Department of the Navy,49960.0,74196.0,PA,Financial Clerical And Assistance,GS,,,2024-07-01 00:00:00.000,2025-06-30 23:59:59.997,2024-07-01 00:00:00.000,2025-06-30 23:59:59.997,False,Not Required,7,0,public,Unknown,49960.0
DE-11850794-HNT,TRANSPORTATION ASSISTANT (PASSENGER),https://www.usajobs.gov:443/GetJob/ViewDetails/707446800,Multiple Locations,"San Diego, California",California,United States,32.7157,-117.162,Bureau of Naval Personnel,Department of the Navy,36049.0,66872.0,PA,Transportation Clerk And Assistant,GS,,,2024-07-01 00:00:00.000,2025-06-30 23:59:59.997,2024-07-01 00:00:00.000,2025-06-30 23:59:59.997,False,Secret,6,0,public,Unknown,36049.0
DE-11865918-23-HNT,LEAD HUMAN RESOURCES ASSISTANT (MILITARY),https://www.usajobs.gov:443/GetJob/ViewDetails/709862200,Multiple Locations,"San Diego, California",California,United States,32.7157,-117.162,Bureau of Naval Personnel,Department of the Navy,44959.0,74196.0,PA,Human Resources Assistance,GS,,,2024-07-01 00:00:00.000,2025-06-30 23:59:59.997,2024-07-01 00:00:00.000,2025-06-30 23:59:59.997,True,Secret,7,0,public,Unknown,44959.0
DE-11967866-23-AND,SUPERVISORY HUMAN RESOURCES SPECIALIST (MILITARY),https://www.usajobs.gov:443/GetJob/ViewDetails/725632200,Multiple Locations,"San Diego, California",California,United States,32.7157,-117.162,Bureau of Naval Personnel,Department of the Navy,61111.0,90749.0,PA,Human Resources Management,GS,,,2024-07-01 00:00:00.000,2025-06-30 23:59:59.997,2024-07-01 00:00:00.000,2025-06-30 23:59:59.997,False,Secret,None,0,public,Unknown,61111.0
DE-11968096-23-AND,SUPERVISORY FINANCIAL MANAGEMENT ANALYST,https://www.usajobs.gov:443/GetJob/ViewDetails/725653600,Multiple Locations,"San Diego, California",California,United States,32.7157,-117.162,Bureau of Naval Personnel,Department of the Navy,61111.0,90749.0,PA,Financial Administration And Program,GS,,,2024-07-01 00:00:00.000,2025-06-30 23:59:59.997,2024-07-01 00:00:00.000,2025-06-30 23:59:59.997,True,Secret,None,0,public,Unknown,61111.0
DE-11968149-23-AND,SUPERVISORY FINANCIAL MANAGEMENT ANALYST,https://www.usajobs.gov:443/GetJob/ViewDetails/725729600,Multiple Locations,"Jacksonville, Florida",Florida,United States,30.33138,-81.6558,Bureau of Naval Personnel,Department of the Navy,61111.0,79443.0,PA,Financial Administration And Program,GS,,,2024-07-01 00:00:00.000,2025-06-30 23:59:59.997,2024-07-01 00:00:00.000,2025-06-30 23:59:59.997,True,Secret,None,0,public,Unknown,61111.0
DE-12000107-23-AND,SUPERVISORY FINANCIAL TECHNICIAN,https://www.usajobs.gov:443/GetJob/ViewDetails/730308000,Multiple Locations,"Jacksonville, Florida",Florida,United States,30.33138,-81.6558,Bureau of Naval Personnel,Department of the Navy,49960.0,64952.0,PA,Financial Clerical And Assistance,GS,,,2024-07-01 00:00:00.000,2025-06-30 23:59:59.997,2024-07-01 00:00:00.000,2025-06-30 23:59:59.997,True,Secret,None,0,public,Unknown,49960.0
DE-12085395-23-AND,HUMAN RESOURCES ASSISTANT (MILITARY)/PERS,https://www.usajobs.gov:443/GetJob/ViewDetails/742360900,"Millington, Tennessee","Millington, Tennessee",Tennessee,United States,35.34214,-89.90249,Bureau of Naval Personnel,Department of the Navy,36049.0,52426.0,PA,Human Resources Assistance,GS,,,2024-07-01 00:00:00.000,2025-06-30 23:59:59.997,2024-07-01 00:00:00.000,2025-06-30 23:59:59.997,True,Secret,5,0,public,Unknown,36049.0
AAC-FAA-23-PUB NOT-86560,Public Notice for Engineering Technicians (Aerospace - Direct Hire),https://www.usajobs.gov:443/GetJob/ViewDetails/749635000,Multiple Locations,"Sacramento, California",California,United States,38.57906,-121.491,Federal Aviation Administration,Department of Transportation,45591.0,80781.0,PA,Engineering Technical,FV,,,2025-03-01 00:00:00.000,2026-02-28 23:59:59.997,2025-03-01 00:00:00.000,2026-02-28 23:59:59.997,True,Other,NA,2,public,Many,45591.0
DE-12189534-24-AND,FIREFIGHTER (BLS/HAZMAT TECHNICIAN),https://www.usajobs.gov:443/GetJob/ViewDetails/757849800,Multiple Locations,"Bangor, Washington",Washington,United States,47.720108,-122.74654,"Commander, Navy Installations",Department of the Navy,44316.0,71366.0,PA,Fire Protection and Prevention,GS,,,2025-02-26 09:00:45.157,2025-06-02 23:59:59.997,2025-02-26 09:00:45.157,2025-06-02 23:59:59.997,False,Secret,7,0,public,MANY,44316.0
IHS-23-GP-12254176-DH,Nurse,https://www.usajobs.gov:443/GetJob/ViewDetails/767082000,"McLaughlin, South Dakota","McLaughlin, South Dakota",South Dakota,United States,45.814,-100.8107,Indian Health Service,Department of Health and Human Services,83528.0,108584.0,PA,Nurse,GS,,,2024-07-15 00:00:00.000,2025-07-14 23:59:59.997,2024-07-15 00:00:00.000,2025-07-14 23:59:59.997,False,Other,None,0,fed-transition,1,83528.0
IHS-24-BJ-12257368-ESEP/MP,Supervisory Nurse (Inpatient),https://www.usajobs.gov:443/GetJob/ViewDetails/767786500,"Red Lake, Minnesota","Red Lake, Minnesota",Minnesota,United States,47.8766,-95.0148,Indian Health Service,Department of Health and Human Services,97271.0,126446.0,PA,Nurse,GS,,,2025-02-19 00:00:00.000,2025-12-31 23:59:59.997,2025-02-19 00:00:00.000,2025-12-31 23:59:59.997,False,Not Required,None,0,fed-transition,1,97271.0
IHS-24-BJ-12257369-DH,Supervisory Nurse (Inpatient),https://www.usajobs.gov:443/GetJob/ViewDetails/767789400,"Red Lake, Minnesota","Red Lake, Minnesota",Minnesota,United States,47.8766,-95.0148,Indian Health Service,Department of Health and Human Services,97271.0,126446.0,PA,Nurse,GS,,,2025-02-19 00:00:00.000,2025-12-31 23:59:59.997,2025-02-19 00:00:00.000,2025-12-31 23:59:59.997,False,Not Required,None,0,public,1,97271.0
IHS-24-BJ-12264652-DH,Pharmacist,https://www.usajobs.gov:443/GetJob/ViewDetails/768730000,"Red Lake, Minnesota","Red Lake, Minnesota",Minnesota,United States,47.8766,-95.0148,Indian Health Service,Department of Health and Human Services,126326.0,174207.0,PA,Pharmacist,GS,,,2025-02-07 00:00:00.000,2025-12-31 23:59:59.997,2025-02-07 00:00:00.000,2025-12-31 23:59:59.997,False,Not Required,12,0,public,1,126326.0
IHS-24-BJ-12264651-ESEP/MP,Pharmacist,https://www.usajobs.gov:443/GetJob/ViewDetails/768730500,"Red Lake, Minnesota","Red Lake, Minnesota",Minnesota,United States,47.8766,-95.0148,Indian Health Service,Department of Health and Human Services,126326.0,174027.0,PA,Pharmacist,GS,,,2025-02-07 00:00:00.000,2025-12-31 23:59:59.997,2025-02-07 00:00:00.000,2025-12-31 23:59:59.997,False,Not Required,12,0,fed-transition,1,126326.0
JDP-12266374-24-KJ,Criminal Analyst,https://www.usajobs.gov:443/GetJob/ViewDetails/769004200,"Denver, Colorado","Denver, Colorado",Colorado,United States,39.74001,-104.992256,Department of Homeland Security - Agency Wide,Department of Homeland Security,96684.0,149465.0,PA,Intelligence,GS,,,2025-02-03 00:00:00.000,2025-06-02 23:59:59.997,2025-02-03 00:00:00.000,2025-06-02 23:59:59.997,False,Sensitive Compartmented Information,None,0,fed-competitive,Unknown,96684.0
DE-12270212-24-ESM,MAINTENANCE MECHANIC,https://www.usajobs.gov:443/GetJob/ViewDetails/769563500,"Naval Air Station Key West, Florida","Naval Air Station Key West, Florida",Florida,United States,24.576193,-81.68883,Naval Facilities Engineering Systems Command,Department of the Navy,32.38,37.78,PH,Maintenance Mechanic,WG,,,2024-12-05 00:00:00.000,2025-06-05 23:59:59.997,2024-12-05 00:00:00.000,2025-06-05 23:59:59.997,False,Secret,10,2,public,01,67350.40000000001
IHS-24-BI-12265069-ESEP/MP,Supervisory Physician,https://www.usajobs.gov:443/GetJob/ViewDetails/769743200,"Lame Deer, Montana","Lame Deer, Montana",Montana,United States,45.623787,-106.6666,Indian Health Service,Department of Health and Human Services,200000.0,325000.0,PA,Medical Officer,GS,,,2025-04-30 15:05:35.890,2025-06-11 23:59:59.997,2025-04-30 15:05:35.890,2025-06-11 23:59:59.997,False,Other,None,1,fed-transition,1,200000.0
IHS-24-BI-12265070-DH,Supervisory Physician,https://www.usajobs.gov:443/GetJob/ViewDetails/769744700,"Lame Deer, Montana","Lame Deer, Montana",Montana,United States,45.623787,-106.6666,Indian Health Service,Department of Health and Human Services,200000.0,325000.0,PA,Medical Officer,GS,,,2025-04-30 15:05:01.863,2025-06-11 23:59:59.997,2025-04-30 15:05:01.863,2025-06-11 23:59:59.997,False,Other,None,1,public,1,200000.0
IHS-24-BJ-12270012-DE,Nursing Assistant,https://www.usajobs.gov:443/GetJob/ViewDetails/769825400,"Red Lake, Minnesota","Red Lake, Minnesota",Minnesota,United States,47.8766,-95.0148,Indian Health Service,Department of Health and Human Services,43841.0,52426.0,PA,Nursing Assistant,GS,,,2025-02-07 00:00:00.000,2025-12-31 23:59:59.997,2025-02-07 00:00:00.000,2025-12-31 23:59:59.997,False,Not Required,5,0,public,1,43841.0
IHS-24-BJ-12270193-ESEP/MP,Nurse (Inpatient-Charge),https://www.usajobs.gov:443/GetJob/ViewDetails/769827900,"Red Lake, Minnesota","Red Lake, Minnesota",Minnesota,United States,47.8766,-95.0148,Indian Health Service,Department of Health and Human Services,89108.0,115836.0,PA,Nurse,GS,,,2025-02-07 00:00:00.000,2025-12-31 23:59:59.997,2025-02-07 00:00:00.000,2025-12-31 23:59:59.997,False,Not Required,None,1,fed-transition,3,89108.0
IHS-24-BJ-12270194-DH,Nurse (Inpatient-Charge),https://www.usajobs.gov:443/GetJob/ViewDetails/769828100,"Red Lake, Minnesota","Red Lake, Minnesota",Minnesota,United States,47.8766,-95.0148,Indian Health Service,Department of Health and Human Services,89108.0,115836.0,PA,Nurse,GS,,,2025-02-07 00:00:00.000,2025-12-31 23:59:59.997,2025-02-07 00:00:00.000,2025-12-31 23:59:59.997,False,Not Required,None,1,public,3,89108.0
IHS-24-BJ-12270533-ESEP/MP,Nurse (Inpatient),https://www.usajobs.gov:443/GetJob/ViewDetails/769829500,"Red Lake, Minnesota","Red Lake, Minnesota",Minnesota,United States,47.8766,-95.0148,Indian Health Service,Department of Health and Human Services,72698.0,108584.0,PA,Nurse,GS,,,2025-04-30 16:28:00.440,2025-12-31 23:59:59.997,2025-04-30 16:28:00.440,2025-12-31 23:59:59.997,False,Not Required,9,0,fed-transition,2,72698.0
IHS-24-BJ-12270535-DH,Nurse (Inpatient),https://www.usajobs.gov:443/GetJob/ViewDetails/769830300,"Red Lake, Minnesota","Red Lake, Minnesota",Minnesota,United States,47.8766,-95.0148,Indian Health Service,Department of Health and Human Services,72698.0,108584.0,PA,Nurse,GS,,,2025-04-30 16:29:23.793,2025-12-31 23:59:59.997,2025-04-30 16:29:23.793,2025-12-31 23:59:59.997,False,Not Required,9,0,public,2,72698.0
IHS-24-BJ-12270823-ESEP/MP,Nurse (ER),https://www.usajobs.gov:443/GetJob/ViewDetails/769837300,"Red Lake, Minnesota","Red Lake, Minnesota",Minnesota,United States,47.8766,-95.0148,Indian Health Service,Department of Health and Human Services,78956.0,115836.0,PA,Nurse,GS,,,2025-02-07 00:00:00.000,2025-12-31 23:59:59.997,2025-02-07 00:00:00.000,2025-12-31 23:59:59.997,False,Not Required,10,0,fed-transition,5,78956.0
IHS-24-BJ-12270824-DH,Nurse (ER),https://www.usajobs.gov:443/GetJob/ViewDetails/769837500,"Red Lake, Minnesota","Red Lake, Minnesota",Minnesota,United States,47.8766,-95.0148,Indian Health Service,Department of Health and Human Services,78956.0,115836.0,PA,Nurse,GS,,,2025-02-07 00:00:00.000,2025-12-31 23:59:59.997,2025-02-07 00:00:00.000,2025-12-31 23:59:59.997,False,Not Required,10,0,public,5,78956.0
SD-12275875-AF-24-057,POLICE OFFICER (Title 32),https://www.usajobs.gov:443/GetJob/ViewDetails/770661300,"Sioux Falls, South Dakota","Sioux Falls, South Dakota",South Dakota,United States,43.5453,-96.7313,Air National Guard Units,Department of the Air Force,44959.0,58445.0,PA,Police,GS,,Indefinite Tenure,2025-04-22 10:53:50.297,2025-09-01 23:59:59.997,2025-04-22 10:53:50.297,2025-09-01 23:59:59.997,False,Secret,6,1,nguard,4,44959.0
IHSC-PAPP-B-O4O5-NS-2024,Psychiatric Advanced Practice Provider (O-4/O-5 Billet) Non-Supervisory,https://www.usajobs.gov:443/GetJob/ViewDetails/771738300,"Batavia, New York","Batavia, New York",New York,United States,42.9984,-78.1882,Immigration and Customs Enforcement,Department of Homeland Security,1.0,150000.0,PA,Physician Assistant,CC,,,2024-10-25 00:00:00.000,2025-09-30 23:59:59.997,2024-10-25 00:00:00.000,2025-09-30 23:59:59.997,False,Other,None,2,public,Unknown,1.0
IHSC-PAPP-TWA-O4O5-NS-2024,Psychiatric Advanced Practice Provider (O-4/O-5 Billet) Non-Supervisory,https://www.usajobs.gov:443/GetJob/ViewDetails/771740900,"Tacoma, Washington","Tacoma, Washington",Washington,United States,47.255165,-122.44166,Immigration and Customs Enforcement,Department of Homeland Security,1.0,150000.0,PA,Physician Assistant,CC,,,2024-10-01 00:00:00.000,2025-09-30 23:59:59.997,2024-10-01 00:00:00.000,2025-09-30 23:59:59.997,False,Other,None,2,public,Unknown,1.0
DE-12256537-24-SDS,POLICE OFFICER,https://www.usajobs.gov:443/GetJob/ViewDetails/772128800,"Camp Lejeune, North Carolina","Camp Lejeune, North Carolina",North Carolina,United States,34.7253,-77.3442,U.S. Marine Corps,Department of the Navy,40332.0,64952.0,PA,Police,GS,,,2025-02-11 00:00:00.000,2026-02-10 23:59:59.997,2025-02-11 00:00:00.000,2026-02-10 23:59:59.997,False,Secret,7,1,public,FEW,40332.0
IHS-24-BI-12292536-ESEP/MP,General Engineer,https://www.usajobs.gov:443/GetJob/ViewDetails/773655000,"Billings, Montana","Billings, Montana",Montana,United States,45.783752,-108.50558,Indian Health Service,Department of Health and Human Services,73939.0,96116.0,PA,General Engineering,GS,,,2025-04-17 17:26:08.090,2025-07-17 23:59:59.997,2025-04-17 17:26:08.090,2025-07-17 23:59:59.997,False,Other,None,0,fed-transition,1,73939.0
